Kode Univesitas,Nama Universitas,Website Universitas,Kode Prodi,Nama Prodi,Peminat
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151201,ILMU KEPERAWATAN,1133
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151215,KEHUTANAN,2494
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151231,ILMU KOMPUTER,3083
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151245,TEKNOLOGI INFORMASI,2606
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151253,MANAJEMEN SUMBER DAYA PERAIRAN,1041
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,151261,TEKNIK LINGKUNGAN,648
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152011,ILMU HUKUM,4049
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152025,ILMU SEJARAH,377
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152033,ANTROPOLOGI SOSIAL,738
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152041,AKUNTANSI,2860
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152055,SOSIOLOGI,856
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152063,ILMU KESEJAHTERAAN SOSIAL,979
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152071,ILMU ADMINISTRASI NEGARA,3284
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152085,ILMU KOMUNIKASI,1944
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152093,MANAJEMEN,3628
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152106,EKONOMI PEMBANGUNAN,1550
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152114,ILMU POLITIK,1211
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152122,SASTRA INDONESIA,638
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152136,SASTRA DAERAH UNTUK SASTRA MELAYU,94
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152144,SASTRA INGGRIS,1446
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152152,SASTRA DAERAH UNTUK SASTRA BATAK,103
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152166,SASTRA ARAB,205
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152174,ETNO MUSIKOLOGI,304
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152182,SASTRA JEPANG,430
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152196,ILMU PERPUSTAKAAN,1039
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152203,SASTRA CINA,149
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152225,ILMU ADMINISTRASI NIAGA/BISNIS,2616
15,UNIVERSITAS SUMATERA UTARA,http://www.usu.ac.id,152233,PSIKOLOGI,2264
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161016,AGROTEKNOLOGI,170
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161024,AGRIBISNIS,246
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161032,BUDIDAYA PERAIRAN,107
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161046,PENDIDIKAN MATEMATIKA,48
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161054,PENDIDIKAN FISIKA,22
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161062,PENDIDIKAN KIMIA,21
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161076,PENDIDIKAN BIOLOGI,92
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161084,TEKNIK MESIN,115
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161092,TEKNIK SIPIL,226
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161105,TEKNIK INDUSTRI,109
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161113,TEKNIK INFORMATIKA,496
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161121,MATEMATIKA,32
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161135,FISIKA,14
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161143,KIMIA,19
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,161151,BIOLOGI,40
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162012,ILMU HUKUM,304
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162026,EKONOMI MANAJEMEN,513
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162034,EKONOMI PEMBANGUNAN,246
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162042,PENDIDIKAN SEJARAH,93
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162056,PENDIDIKAN GEOGRAFI,93
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162064,PENDIDIKAN OLAHRAGA,176
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162072,PENDIDIKAN GURU SEKOLAH DASAR,359
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162086,PENDIDIKAN BAHASA INGGRIS,127
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162094,PENDIDIKAN BAHASA INDONESIA,139
16,UNIVERSITAS SAMUDRA,http://www.unsam.ac.id/,162101,AKUNTANSI,271
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171011,PENDIDIKAN MATEMATIKA,810
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171025,MATEMATIKA (NK),409
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171033,PENDIDIKAN BIOLOGI,908
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171041,BIOLOGI (NK),551
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171055,PENDIDIKAN FISIKA,375
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171063,FISIKA (NK),295
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171071,PENDIDIKAN KIMIA,484
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171085,KIMIA (NK),409
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171093,PENDIDIKAN TEKNIK BANGUNAN,223
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171106,PENDIDIKAN TEKNIK ELEKTRO,414
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171114,PENDIDIKAN TEKNIK ELEKTRONIKA,243
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171122,PENDIDIKAN TEKNIK MESIN,529
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171136,PENDIDIKAN TEKNIK OTOMOTIF,489
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171144,PEND. TEKNIK INFORMATIKA DAN KOMPUTER,1438
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171152,ILMU KEOLAHRAGAAN (NK),708
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171166,TEKNIK PERTAMBANGAN (NK),1562
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171174,TEKNIK ELEKTRO INDUSTRI (NK),1083
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171182,PENDIDIKAN ILMU PENGETAHUAN ALAM,608
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,171196,TEKNIK SIPIL,1788
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,172013,ADMINISTRASI PENDIDIKAN,1222
17,UNIVERSITAS NEGERI PADANG,http://unp.ac.id,172021,PENDIDIKAN LUAR BIASA,882
